relative_path,directory,filename,extension,size_bytes,modified_at,file_hash,preliminary_category,priority,duplicate_status,document_group,notes
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2022.03 (2).pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2022.03 (2).pptx,pptx,643628,2026-09-22T11:18:52Z,60886734f5df6d6e08319db45d6b2ca1,apresentação de conjuntura,P4,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2022.03 (3).pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2022.03 (3).pptx,pptx,643620,2026-09-22T11:18:52Z,896a76508b7a1fd2d81488c85d7160f3,apresentação de conjuntura,P4,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2022.03 (4).pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2022.03 (4).pptx,pptx,643629,2026-09-22T11:18:52Z,054d01849cd2abeacd3c19f8ad9ca34e,apresentação de conjuntura,P4,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2022.03 (5).pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2022.03 (5).pptx,pptx,643635,2026-09-22T11:18:52Z,602443e724e48b7851f0bb136c4cbd29,apresentação de conjuntura,P4,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2022.03.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2022.03.pptx,pptx,844946,2026-09-22T11:18:52Z,9573450d2acfd5becf10078c0d8b48ce,apresentação de conjuntura,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2022.05 (2).pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2022.05 (2).pptx,pptx,1250712,2026-09-22T11:18:52Z,a8b11adbeed57d0d9aaf730ac5400aed,apresentação de conjuntura,P4,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2022.05 (3).pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2022.05 (3).pptx,pptx,1250715,2026-09-22T11:18:52Z,2a555fe6cafcf1fbfdb65a5119aa2970,apresentação de conjuntura,P4,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2022.05 (4).pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2022.05 (4).pptx,pptx,1250720,2026-09-22T11:18:52Z,56487165bd4bc8e1442e2a2387c0de0f,apresentação de conjuntura,P4,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2022.05 (5).pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2022.05 (5).pptx,pptx,1250716,2026-09-22T11:18:53Z,b1f2948416f160ba679f6f3a13e06f9e,apresentação de conjuntura,P4,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2022.05.pdf,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2022.05.pdf,pdf,1726405,2026-09-22T11:18:52Z,f6f9ea832aec6a6147879eb47660539b,apresentação de conjuntura,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2022.05.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2022.05.pptx,pptx,1250699,2026-09-22T11:18:52Z,7adb6b3c114c732ebfc50e2b95f11edd,apresentação de conjuntura,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2022.08.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2022.08.pptx,pptx,7371425,2026-09-22T11:18:53Z,4539cca2d0c3971b4e2428f2dc8b6be8,apresentação de conjuntura,P3,BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2022.09.pdf,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2022.09.pdf,pdf,1407302,2026-09-22T11:18:53Z,902782066d9a0469d0a2da2d5b0ec392,apresentação de conjuntura,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2022.09.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2022.09.pptx,pptx,922120,2026-09-22T11:18:53Z,a91f5ba5bfaefdd94854b89a6e6463d9,apresentação de conjuntura,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2022.10.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2022.10.pptx,pptx,825337,2026-09-22T11:18:53Z,14494ce156d0b6a47f91af23dea9e839,apresentação de conjuntura,P3,BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2023.01 (2).pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2023.01 (2).pptx,pptx,643816,2026-09-22T11:18:53Z,72bb5a5f6b8674bb9be407f96615d466,apresentação de conjuntura,P4,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2023.01.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2023.01.pptx,pptx,643764,2026-09-22T11:18:53Z,011d7530956d5001f60375088373c4d5,apresentação de conjuntura,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2023.03.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2023.03.pptx,pptx,27946250,2026-09-22T11:18:53Z,d625fb99134b9d452855c19f47ad782d,apresentação de conjuntura,P3,BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2023.09.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2023.09.pptx,pptx,649496,2026-09-22T11:18:53Z,5de2b0916c9a2b5fb4bd99a0fe3f424f,apresentação de conjuntura,P3,BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2023.10.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2023.10.pptx,pptx,631511,2026-09-22T11:18:53Z,abdc772e460cef4742fd74669d478849,apresentação de conjuntura,P3,BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2023.12.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2023.12.pptx,pptx,753293,2026-09-22T11:18:53Z,ac89854621fdea37d668d1b4822652f1,apresentação de conjuntura,P3,BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2024.02.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2024.02.pptx,pptx,752172,2026-09-22T11:18:53Z,30af54da9d6632920d397be7f313b4c3,apresentação de conjuntura,P3,BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Reforma trabalhista_dezembro2021 (2).ppt,Apresentação de conjuntura/Backup/Outras versões,ATR_Reforma trabalhista_dezembro2021 (2).ppt,ppt,4834304,2026-09-22T11:18:54Z,97e528da34ab5583401a5acf4f3961b3,reforma trabalhista,P4,POSSIVEL_VERSAO;BACKUP_APARENTE,reforma-trabalhista-dez2021,
Apresentação de conjuntura/Backup/Outras versões/ATR_Reforma trabalhista_dezembro2021 (2).pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Reforma trabalhista_dezembro2021 (2).pptx,pptx,3730265,2026-09-22T11:18:53Z,72b45ada36bc403cd781724653872dae,reforma trabalhista,P4,POSSIVEL_VERSAO;BACKUP_APARENTE,reforma-trabalhista-dez2021,
Apresentação de conjuntura/Backup/Outras versões/ATR_Reforma trabalhista_dezembro2021 (3).pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Reforma trabalhista_dezembro2021 (3).pptx,pptx,3634114,2026-09-22T11:18:53Z,10d60fd3fa07c67a929b7810435f04ed,reforma trabalhista,P4,POSSIVEL_VERSAO;BACKUP_APARENTE,reforma-trabalhista-dez2021,
Apresentação de conjuntura/Backup/Outras versões/ATR_Reforma trabalhista_dezembro2021 (4).pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Reforma trabalhista_dezembro2021 (4).pptx,pptx,3634111,2026-09-22T11:18:54Z,af2c2eae9a475d4edca96c88b22324d7,reforma trabalhista,P4,POSSIVEL_VERSAO;BACKUP_APARENTE,reforma-trabalhista-dez2021,
Apresentação de conjuntura/Backup/Outras versões/ATR_Reforma trabalhista_dezembro2021.odp,Apresentação de conjuntura/Backup/Outras versões,ATR_Reforma trabalhista_dezembro2021.odp,odp,3887500,2026-09-22T11:18:54Z,8fdf8bb6b0f18c55fc9e95408c29e5dd,reforma trabalhista,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,reforma-trabalhista-dez2021,
Apresentação de conjuntura/Backup/Outras versões/ATR_Reforma trabalhista_dezembro2021.ppt,Apresentação de conjuntura/Backup/Outras versões,ATR_Reforma trabalhista_dezembro2021.ppt,ppt,4834304,2026-09-22T11:18:53Z,e6be39e35f5609370be9a2c94cd1312a,reforma trabalhista,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,reforma-trabalhista-dez2021,
Apresentação de conjuntura/Backup/Outras versões/ATR_Reforma trabalhista_dezembro2021.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Reforma trabalhista_dezembro2021.pptx,pptx,3634110,2026-09-22T11:18:52Z,7d00ddd9592cb006d713d1eff7f046ce,reforma trabalhista,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,reforma-trabalhista-dez2021,
Apresentação de conjuntura/Backup/Outras versões/Dados/Balanço primeiro semestre 2023.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados,Balanço primeiro semestre 2023.xlsx,xlsx,147557,2026-09-22T11:18:54Z,3923df9065856697493f87b1ccc843a9,bases e planilhas,P3,BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/ICT - Dieese - 202302.xls,Apresentação de conjuntura/Backup/Outras versões/Dados,ICT - Dieese - 202302.xls,xls,61440,2026-09-22T11:18:54Z,9b62f35f4b6cc4de5ef776e8289de02a,bases e planilhas,P3,BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/INDATEND 2023_08.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados,INDATEND 2023_08.xlsx,xlsx,805562,2026-09-22T11:18:54Z,d43f171637c26cbca944b771f80e59d7,indústria,P3,BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Macroeconomia.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados,Macroeconomia.xlsx,xlsx,50505,2026-09-22T11:18:54Z,aedfd0524fa71eb5b5299130c2c87729,atividade econômica,P3,DUPLICATA_EXATA;POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Macroeconomia_2023.12.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados,Macroeconomia_2023.12.xlsx,xlsx,2741748,2026-09-22T11:18:54Z,a1a0c04349e96024583aee737db8d4bd,atividade econômica,P3,BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Macroeconomia_2024.02.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados,Macroeconomia_2024.02.xlsx,xlsx,167193,2026-09-22T11:18:54Z,4585078dd9702d29e21ac0a0584924b8,atividade econômica,P3,BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Mercado de Trabalho_2023.2.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados,Mercado de Trabalho_2023.2.xlsx,xlsx,244884,2026-09-22T11:18:54Z,1ef0a3fdc0d8c72865583cff3b47eb10,bases e planilhas,P3,BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Mercado de Trabalho_2023_01.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados,Mercado de Trabalho_2023_01.xlsx,xlsx,22892814,2026-09-22T11:18:54Z,cc4c52f1c3130c9f246a53d156339760,bases e planilhas,P3,BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Monetário (3).xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados,Monetário (3).xlsx,xlsx,219021,2026-09-22T11:18:54Z,d04cd1b070e96f90c97637cbdbeebf4f,crédito e juros,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Monetário (6).xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados,Monetário (6).xlsx,xlsx,355641,2026-09-22T11:18:54Z,078ec1110c6e996c2836894767437c9a,crédito e juros,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Monetário.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados,Monetário.xlsx,xlsx,254051,2026-09-22T11:18:54Z,ac550d3f3cb5a0644758596925a112d5,crédito e juros,P3,DUPLICATA_EXATA;POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Novo Caged_2023.07 (2).xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados,Novo Caged_2023.07 (2).xlsx,xlsx,83602,2026-09-22T11:18:54Z,bb1b4c57265cd14dffbd62b813d0c9ec,mercado de trabalho,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Novo Caged_2023.08.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados,Novo Caged_2023.08.xlsx,xlsx,21182259,2026-09-22T11:18:54Z,840176fbae09d04b846614a1ceb726b0,mercado de trabalho,P3,BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Novo Caged_2023.10.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados,Novo Caged_2023.10.xlsx,xlsx,489566,2026-09-22T11:18:54Z,d30ab68415ba6b871935ce8897489e9f,mercado de trabalho,P3,BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras/202308_Tabelas_de_estatisticas_monetarias_e_de_credito.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras,202308_Tabelas_de_estatisticas_monetarias_e_de_credito.xlsx,xlsx,912818,2026-09-22T11:18:55Z,f911b6515d1471ce1411146be0518adc,crédito e juros,P3,BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras/230811_cc_60_nota_12_indicador_mensal_mt_junho_23.pdf,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras,230811_cc_60_nota_12_indicador_mensal_mt_junho_23.pdf,pdf,414140,2026-09-22T11:18:55Z,5e0e9fe6e43962afa03e8957b2d23065,a classificar,P3,BACKUP_APARENTE,snapshot-historico-dados,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras/231003_cc_60_nota_33_visao_geral.pdf,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras,231003_cc_60_nota_33_visao_geral.pdf,pdf,2197271,2026-09-22T11:18:55Z,405c50619a339c8c1e2cfac675c1c34c,a classificar,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-historico-dados,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras/ATR_Conjuntura_2023.05.pptx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras,ATR_Conjuntura_2023.05.pptx,pptx,674516,2026-09-22T11:18:54Z,f8d58e71cd6bebe7f265d6ce74b6ba6b,apresentação de conjuntura,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras/DADOS_2023.csv,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras,DADOS_2023.csv,csv,22429,2026-09-22T11:18:54Z,4615339b32577101f93b4618e4757477,a classificar,P3,BACKUP_APARENTE,snapshot-historico-dados,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras/Macroeconomia.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras,Macroeconomia.xlsx,xlsx,96335,2026-09-22T11:18:55Z,00359146dd4d970927897378545e3edf,atividade econômica,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras/Monetário.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras,Monetário.xlsx,xlsx,244963,2026-09-22T11:18:55Z,a32961db998a3aa1a8115c049b8a67ef,crédito e juros,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras/Nova Tabela Maio 2023 (1).xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras,Nova Tabela Maio 2023 (1).xlsx,xlsx,168450,2026-09-22T11:18:54Z,b7a82f9ac18329fed90b336da36a3b0f,a classificar,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-historico-dados,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras/Nova Tabela Maio 2023.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras,Nova Tabela Maio 2023.xlsx,xlsx,168532,2026-09-22T11:18:55Z,473e1b89cbcb1f61337d311487820e77,a classificar,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-historico-dados,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras/PNAD_2_TRI_2023.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras,PNAD_2_TRI_2023.xlsx,xlsx,76546,2026-09-22T11:18:55Z,44d028f1fd8363479876644487609e46,mercado de trabalho,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras/Planilha de Simulação de Pagamentos - INSS 2023 - ATUAL - Copia.xls,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras,Planilha de Simulação de Pagamentos - INSS 2023 - ATUAL - Copia.xls,xls,31744,2026-09-22T11:18:55Z,306c5651e7ea3f86e8943bdd8e01a083,a classificar,P3,BACKUP_APARENTE,snapshot-historico-dados,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras/Relatorio_Series.xls,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras,Relatorio_Series.xls,xls,26112,2026-09-22T11:18:54Z,a2cae6d16d0a68b8e3c7a9eb4c7c51fd,a classificar,P3,BACKUP_APARENTE,snapshot-historico-dados,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras/SOCIOS ATIVOS JULHO_2023_VF.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras,SOCIOS ATIVOS JULHO_2023_VF.xlsx,xlsx,562532,2026-09-22T11:18:55Z,38510c3a28608f7a391d9b78f14bea13,a classificar,P3,BACKUP_APARENTE,snapshot-historico-dados,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras/STP-20230829170953959.csv,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras,STP-20230829170953959.csv,csv,272,2026-09-22T11:18:55Z,f34a3f2eee64a0cd462b69964a3fd4bc,a classificar,P3,BACKUP_APARENTE,snapshot-historico-dados,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras/Tabela 4093.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras,Tabela 4093.xlsx,xlsx,10914,2026-09-22T11:18:55Z,b6142e7442d029f1f535e727d5842280,a classificar,P3,BACKUP_APARENTE,snapshot-historico-dados,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras/Tabela 5440 (1).xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras,Tabela 5440 (1).xlsx,xlsx,6089,2026-09-22T11:18:55Z,0f16d89f6189f7c492097595d084aa65,a classificar,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-historico-dados,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras/Tabela 5440.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras,Tabela 5440.xlsx,xlsx,10556,2026-09-22T11:18:55Z,025852239bcaf1c0f509aa3e321e40c3,a classificar,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-historico-dados,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras/Tabela 8688.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras,Tabela 8688.xlsx,xlsx,7541,2026-09-22T11:18:55Z,ddc50625d4579d25367e7d7ea994ee76,a classificar,P3,BACKUP_APARENTE,snapshot-historico-dados,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras/Tabela 8881.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras,Tabela 8881.xlsx,xlsx,9608,2026-09-22T11:18:54Z,6232271c73daf04bd5f8a4007d49c1b1,a classificar,P3,BACKUP_APARENTE,snapshot-historico-dados,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras/Tabela 8888.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras,Tabela 8888.xlsx,xlsx,10970,2026-09-22T11:18:55Z,a24684cc9bfe9c5cb967a78485c07ed9,a classificar,P3,BACKUP_APARENTE,snapshot-historico-dados,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras/chart.csv,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras,chart.csv,csv,6980,2026-09-22T11:18:55Z,5f6d643d3f44355c0db45b188dd70b21,a classificar,P3,BACKUP_APARENTE,snapshot-historico-dados,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras/mediador - economicas 2023.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras,mediador - economicas 2023.xlsx,xlsx,3810592,2026-09-22T11:18:55Z,9ec4ef4a65bd2b43175089e914a2a1d3,a classificar,P3,BACKUP_APARENTE,snapshot-historico-dados,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023/3-tabelas.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023,3-tabelas.xlsx,xlsx,27456892,2026-09-22T11:18:55Z,b1346f0feed44b6f37fc094907f03834,a classificar,P3,BACKUP_APARENTE,snapshot-historico-dados,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023/ATR_Conjuntura_2023.05.pptx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023,ATR_Conjuntura_2023.05.pptx,pptx,831538,2026-09-22T11:18:55Z,2ca63ce384604872ea742bd6a8b175e1,apresentação de conjuntura,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023/Cláusulas_Caderno_sugestões_Projetos.docx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023,Cláusulas_Caderno_sugestões_Projetos.docx,docx,25098,2026-09-22T11:18:55Z,1a2cf78dc6d496d73b1a95d984aeb859,a classificar,P3,BACKUP_APARENTE,snapshot-historico-dados,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023/Macroeconomia.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023,Macroeconomia.xlsx,xlsx,50505,2026-09-22T11:18:55Z,aedfd0524fa71eb5b5299130c2c87729,atividade econômica,P3,DUPLICATA_EXATA;POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023/Macroeconomia_2023.08.30.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023,Macroeconomia_2023.08.30.xlsx,xlsx,527887,2026-09-22T11:18:55Z,66571c40b8d551d981ed29d6f5c059d5,atividade econômica,P3,BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023/Macroeconomia_v3.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023,Macroeconomia_v3.xlsx,xlsx,2128479,2026-09-22T11:18:55Z,9569c72d6e02ee28f748745beedf1be5,atividade econômica,P3,BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023/Monetário (1).xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023,Monetário (1).xlsx,xlsx,246180,2026-09-22T11:18:55Z,17f68ea726fc4b76fb6e0980a921bc64,crédito e juros,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023/Monetário.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023,Monetário.xlsx,xlsx,254051,2026-09-22T11:18:55Z,ac550d3f3cb5a0644758596925a112d5,crédito e juros,P3,DUPLICATA_EXATA;POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-historico-dados,
Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023/Novo Caged_2023.07.xlsx,Apresentação de conjuntura/Backup/Outras versões/Dados/Outras_05.09.2023,Novo Caged_2023.07.xlsx,xlsx,72423,2026-09-22T11:18:55Z,2ad169571d5e29bde61b7b78a2dfa986,mercado de trabalho,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-historico-dados,
